order_id,product_id,quantity,selling_price,discount,customer_id,order_date,shipping_date,region,payment_mode,cost_price,category,sub_category,brand,name,gender,age,city,revenue,profit,discount_impact,is_return
23,467,1,127.8,10,664,2023-05-09,2023-05-15,North,Credit Card,82.57,Home & Kitchen,Storage,DreamHome,Riya Yadav,Female,28,Patna,127.8,45.230000000000004,12.78,False
23,142,1,552.0,25,664,2023-05-09,2023-05-15,North,Credit Card,468.0,Home & Kitchen,Cookware,KitchenKing,Riya Yadav,Female,28,Patna,552.0,84.0,138.0,False
24,480,1,114.75,15,830,2024-05-04,2024-05-07,South,Wallet,62.27,Sports & Outdoors,Fitness,TrailBlazer,Vivaan Roy,Male,27,Nagpur,114.75,52.48,17.2125,False
25,282,1,248.2,15,856,2023-06-04,2023-06-05,East,UPI,133.58,Clothing,Women's Wear,ClassicWear,Sanjay Iyer,Male,20,Chennai,248.2,114.61999999999998,37.23,False
26,374,1,1334.25,25,1773,2023-10-17,2023-10-19,East,Wallet,1091.42,Electronics,Mobile Phones,SkyNet,Aadhya Rao,Female,22,Ahmedabad,1334.25,242.82999999999993,333.5625,True
26,339,1,1583.4,30,1773,2023-10-17,2023-10-19,East,Wallet,1441.22,Electronics,Smartwatches,SkyNet,Aadhya Rao,Female,22,Ahmedabad,1583.4,142.18000000000006,475.02,False
27,189,2,457.3,15,830,2023-11-16,2023-11-19,South,Net Banking,320.15,Home & Kitchen,Cookware,ComfortPro,Vivaan Roy,Male,27,Nagpur,914.6,274.30000000000007,137.19,False
28,415,1,240.35,5,518,2024-05-19,2024-05-22,West,Wallet,146.48,Home & Kitchen,Bedding,HomeEase,Sanjay Kumar,Male,32,Delhi,240.35,93.87,12.0175,False
28,25,3,352.75,15,518,2024-05-19,2024-05-22,West,Wallet,263.63,Home & Kitchen,Decor,KitchenKing,Sanjay Kumar,Male,32,Delhi,1058.25,267.36,158.7375,False
29,282,1,292.0,0,1773,2024-07-01,2024-07-04,East,UPI,133.58,Clothing,Women's Wear,ClassicWear,Aadhya Rao,Female,22,Ahmedabad,292.0,158.42,0.0,False
30,468,2,121.6,5,830,2024-12-19,2024-12-20,South,COD,54.69,Clothing,Women's Wear,UrbanFit,Vivaan Roy,Male,27,Nagpur,243.2,133.82,12.16,True
30,241,3,353.6,15,830,2024-12-19,2024-12-20,South,COD,227.27,Sports & Outdoors,Team Sports,FitLife,Vivaan Roy,Male,27,Nagpur,1060.8000000000002,378.9900000000001,159.12000000000003,False
31,84,1,46.55,5,830,2024-03-31,2024-04-01,South,UPI,23.46,Books,Non-Fiction,WordCraft,Vivaan Roy,Male,27,Nagpur,46.55,23.089999999999996,2.3275,False
31,374,3,1779.0,0,830,2024-03-31,2024-04-01,South,UPI,1091.42,Electronics,Mobile Phones,SkyNet,Vivaan Roy,Male,27,Nagpur,5337.0,2062.74,0.0,False
31,496,2,394.0,0,830,2024-03-31,2024-04-01,South,UPI,207.6,Sports & Outdoors,Cycling,SportMax,Vivaan Roy,Male,27,Nagpur,788.0,372.8,0.0,False
32,29,1,37.8,10,1131,2023-08-31,2023-09-01,South,Debit Card,18.52,Books,Non-Fiction,WordCraft,Deepak Reddy,Male,41,Delhi,37.8,19.279999999999998,3.78,False
32,92,1,203.0,0,1131,2023-08-31,2023-09-01,South,Debit Card,104.24,Clothing,Men's Wear,TrendSetter,Deepak Reddy,Male,41,Delhi,203.0,98.76,0.0,False
32,455,2,171.0,5,1131,2023-08-31,2023-09-01,South,Debit Card,90.67,Home & Kitchen,Furniture,KitchenKing,Deepak Reddy,Male,41,Delhi,342.0,160.66,17.1,False
32,456,1,2612.8,20,1131,2023-08-31,2023-09-01,South,Debit Card,2059.17,Electronics,Cameras,ZoomTech,Deepak Reddy,Male,41,Delhi,2612.8,553.6300000000001,522.56,False
33,489,1,255.85,15,538,2024-05-18,2024-05-19,South,Credit Card,162.11,Home & Kitchen,Furniture,ComfortPro,Riya Singh,Female,18,Lucknow,255.85,93.73999999999998,38.3775,False
33,233,1,3101.4,10,538,2024-05-18,2024-05-19,South,Credit Card,2013.5,Electronics,Headphones,ZoomTech,Riya Singh,Female,18,Lucknow,3101.4,1087.9,310.14,True
33,457,2,89.3,5,538,2024-05-18,2024-05-19,South,Credit Card,47.87,Home & Kitchen,Cookware,KitchenKing,Riya Singh,Female,18,Lucknow,178.6,82.86,8.93,False
34,346,2,37.05,5,830,2024-03-08,2024-03-09,South,UPI,18.04,Books,Educational,PageTurner,Vivaan Roy,Male,27,Nagpur,74.1,38.019999999999996,3.705,False
34,485,1,210.8,15,830,2024-03-08,2024-03-09,South,UPI,115.46,Clothing,Men's Wear,FashionHub,Vivaan Roy,Male,27,Nagpur,210.8,95.34000000000002,31.62,False
35,63,1,532.0,0,221,2024-05-03,2024-05-06,West,UPI,308.84,Home & Kitchen,Decor,LivingSpace,Kavita Sen,Female,47,Nagpur,532.0,223.16000000000003,0.0,False
35,4,1,98.0,0,221,2024-05-03,2024-05-06,West,UPI,54.61,Sports & Outdoors,Fitness,OutdoorPro,Kavita Sen,Female,47,Nagpur,98.0,43.39,0.0,False
36,165,1,159.8,15,114,2024-01-01,2024-01-02,West,Credit Card,76.67,Clothing,Footwear,FashionHub,Meera Joshi,Other,31,Pune,159.8,83.13000000000001,23.97,False
36,130,1,112.0,0,114,2024-01-01,2024-01-02,West,Credit Card,46.7,Clothing,Footwear,ClassicWear,Meera Joshi,Other,31,Pune,112.0,65.3,0.0,False
36,454,1,218.7,10,114,2024-01-01,2024-01-02,West,Credit Card,124.8,Sports & Outdoors,Yoga,OutdoorPro,Meera Joshi,Other,31,Pune,218.7,93.89999999999999,21.87,False
37,339,3,1470.3,35,1372,2024-12-05,2024-12-06,South,Net Banking,1441.22,Electronics,Smartwatches,SkyNet,Vivaan Menon,Male,57,Nagpur,4410.9,87.23999999999978,1543.815,False
37,311,1,58.0,0,1372,2024-12-05,2024-12-06,South,Net Banking,25.64,Books,Magazines,KnowledgeFirst,Vivaan Menon,Male,57,Nagpur,58.0,32.36,0.0,False
38,417,2,2822.0,15,1814,2023-12-19,2023-12-23,North,Credit Card,2318.7,Electronics,Smartwatches,ZoomTech,Arjun Patel,Male,41,Ranchi,5644.0,1006.6000000000004,846.6,False
38,284,1,1734.85,15,1814,2023-12-19,2023-12-23,North,Credit Card,1271.67,Electronics,Mobile Phones,Electra,Arjun Patel,Male,41,Ranchi,1734.85,463.17999999999984,260.2275,False
39,50,1,2216.5,35,1538,2025-02-24,2025-02-25,West,Debit Card,2357.28,Electronics,Headphones,Electra,Ananya Yadav,Female,35,Lucknow,2216.5,-140.7800000000002,775.775,False
39,482,1,133.0,0,1538,2025-02-24,2025-02-25,West,Debit Card,67.32,Clothing,Footwear,TrendSetter,Ananya Yadav,Female,35,Lucknow,133.0,65.68,0.0,False
40,268,2,383.4,10,221,2024-10-05,2024-10-08,West,COD,196.72,Sports & Outdoors,Yoga,FitLife,Kavita Sen,Female,47,Nagpur,766.8,373.35999999999996,76.68,False
40,361,1,341.7,15,221,2024-10-05,2024-10-08,West,COD,207.79,Home & Kitchen,Cookware,ComfortPro,Kavita Sen,Female,47,Nagpur,341.7,133.91,51.255,True
41,322,1,38.0,5,1811,2024-05-10,2024-05-13,East,Wallet,16.89,Books,Educational,LearnHub,Priya Pandey,Female,35,Nagpur,38.0,21.11,1.9,False
41,354,2,153.0,0,1811,2024-05-10,2024-05-13,East,Wallet,75.09,Clothing,Men's Wear,StyleCraft,Priya Pandey,Female,35,Nagpur,306.0,155.82,0.0,True
41,112,3,1788.5,30,1811,2024-05-10,2024-05-13,East,Wallet,1718.73,Electronics,Mobile Phones,NovaTech,Priya Pandey,Female,35,Nagpur,5365.5,209.3099999999995,1609.65,False
42,272,1,141.1,15,879,2024-07-02,2024-07-04,South,Net Banking,78.68,Clothing,Men's Wear,UrbanFit,Saanvi Choudhury,Female,49,Dehradun,141.1,62.41999999999999,21.165,False
43,493,1,512.0,0,142,2024-07-10,2024-07-15,West,Credit Card,305.98,Home & Kitchen,Bedding,KitchenKing,Sanjay Menon,Male,28,Surat,512.0,206.01999999999998,0.0,False
44,281,1,115.6,15,97,2023-09-25,2023-09-27,North,Debit Card,64.27,Sports & Outdoors,Team Sports,TrailBlazer,Diya Singh,Female,25,Kolkata,115.6,51.33,17.34,False
44,99,1,136.0,15,97,2023-09-25,2023-09-27,North,Debit Card,76.66,Clothing,Footwear,ClassicWear,Diya Singh,Female,25,Kolkata,136.0,59.34,20.4,True
45,213,1,113.05,5,221,2024-11-27,2024-12-04,West,Debit Card,61.91,Clothing,Men's Wear,UrbanFit,Kavita Sen,Female,47,Nagpur,113.05,51.14,5.6525,False
46,346,1,37.05,5,1072,2024-12-20,2024-12-27,South,UPI,18.04,Books,Educational,PageTurner,Aditya Singh,Male,27,Mumbai,37.05,19.009999999999998,1.8525,False
47,291,1,1060.5,25,28,2023-04-12,2023-04-14,West,UPI,942.82,Electronics,Smartwatches,NovaTech,Vivaan Singh,Male,50,Surat,1060.5,117.67999999999995,265.125,False
47,121,1,407.2,20,28,2023-04-12,2023-04-14,West,UPI,287.15,Home & Kitchen,Storage,KitchenKing,Vivaan Singh,Male,50,Surat,407.2,120.05000000000001,81.44,False
48,348,2,239.2,20,1798,2023-04-14,2023-04-19,North,Debit Card,154.15,Clothing,Men's Wear,FashionHub,Meera Singh,Other,41,Hyderabad,478.4,170.09999999999997,95.68,False
48,269,1,228.0,0,1798,2023-04-14,2023-04-19,North,Debit Card,116.77,Clothing,Accessories,ClassicWear,Meera Singh,Other,41,Hyderabad,228.0,111.23,0.0,False
48,323,2,43.7,5,1798,2023-04-14,2023-04-19,North,Debit Card,24.92,Home & Kitchen,Storage,DreamHome,Meera Singh,Other,41,Hyderabad,87.4,37.56,4.37,False
49,145,1,262.0,0,250,2023-08-08,2023-08-11,North,Debit Card,165.19,Home & Kitchen,Bedding,HomeEase,Lakshmi Gupta,Female,43,Jaipur,262.0,96.81,0.0,False
49,35,1,118.8,10,250,2023-08-08,2023-08-11,North,Debit Card,63.13,Clothing,Kids' Wear,ClassicWear,Lakshmi Gupta,Female,43,Jaipur,118.8,55.669999999999995,11.88,False
49,69,3,284.05,5,250,2023-08-08,2023-08-11,North,Debit Card,167.09,Sports & Outdoors,Camping,SportMax,Lakshmi Gupta,Female,43,Jaipur,852.1500000000001,350.8800000000001,42.6075,True
49,213,1,113.05,5,250,2023-08-08,2023-08-11,North,Debit Card,61.91,Clothing,Men's Wear,UrbanFit,Lakshmi Gupta,Female,43,Jaipur,113.05,51.14,5.6525,False
49,269,1,182.4,20,250,2023-08-08,2023-08-11,North,Debit Card,116.77,Clothing,Accessories,ClassicWear,Lakshmi Gupta,Female,43,Jaipur,182.4,65.63000000000001,36.48,False
50,321,1,65.0,0,565,2024-06-25,2024-06-28,West,UPI,34.57,Clothing,Accessories,UrbanFit,Aditya Choudhury,Male,46,Lucknow,65.0,30.43,0.0,False
50,498,1,263.0,0,565,2024-06-25,2024-06-28,West,UPI,105.7,Clothing,Women's Wear,FashionHub,Aditya Choudhury,Male,46,Lucknow,263.0,157.3,0.0,False
51,139,1,157.6,20,518,2024-05-17,2024-05-19,West,Credit Card,97.13,Sports & Outdoors,Yoga,TrailBlazer,Sanjay Kumar,Male,32,Delhi,157.6,60.47,31.52,False
52,338,2,37.4,15,706,2024-06-30,2024-07-06,West,UPI,18.45,Books,Fiction,LearnHub,Diya Iyer,Female,40,Nagpur,74.8,37.9,11.22,False
52,453,3,352.8,10,706,2024-06-30,2024-07-06,West,UPI,233.78,Sports & Outdoors,Camping,TrailBlazer,Diya Iyer,Female,40,Nagpur,1058.4,357.06000000000006,105.84,False
52,400,1,315.0,25,706,2024-06-30,2024-07-06,West,UPI,213.38,Home & Kitchen,Decor,ComfortPro,Diya Iyer,Female,40,Nagpur,315.0,101.62,78.75,False
53,431,1,2727.0,10,1773,2023-05-24,2023-05-25,East,Credit Card,1888.9,Electronics,Smartwatches,TechPro,Aadhya Rao,Female,22,Ahmedabad,2727.0,838.0999999999999,272.7,False
54,470,1,56.05,5,1028,2024-06-04,2024-06-07,East,Net Banking,32.66,Sports & Outdoors,Cycling,OutdoorPro,Lakshmi Mukherjee,Female,35,Delhi,56.05,23.39,2.8025,False
55,51,1,383.2,20,779,2023-10-03,2023-10-07,North,UPI,245.72,Home & Kitchen,Storage,HomeEase,Kavita Choudhury,Female,26,Guwahati,383.2,137.48,76.64,False
56,403,3,101.15,15,1261,2024-06-01,2024-06-02,West,Debit Card,58.61,Sports & Outdoors,Yoga,ActiveGear,Pooja Kumar,Female,18,Mumbai,303.45000000000005,127.62000000000006,45.51750000000001,False
56,346,1,33.15,15,1261,2024-06-01,2024-06-02,West,Debit Card,18.04,Books,Educational,PageTurner,Pooja Kumar,Female,18,Mumbai,33.15,15.11,4.9725,True
57,27,2,541.8,10,849,2023-01-19,2023-01-24,North,UPI,353.71,Electronics,Laptops,NovaTech,Reyansh Mehta,Male,25,Surat,1083.6,376.17999999999995,108.36,False
57,217,1,209.95,5,849,2023-01-19,2023-01-24,North,UPI,94.13,Clothing,Accessories,UrbanFit,Reyansh Mehta,Male,25,Surat,209.95,115.82,10.4975,False
58,249,2,246.6,10,1773,2024-01-14,2024-01-15,East,Credit Card,111.2,Clothing,Men's Wear,StyleCraft,Aadhya Rao,Female,22,Ahmedabad,493.2,270.79999999999995,49.32,False
58,66,1,35.0,0,1773,2024-01-14,2024-01-15,East,Credit Card,12.44,Books,Non-Fiction,LearnHub,Aadhya Rao,Female,22,Ahmedabad,35.0,22.560000000000002,0.0,False
58,358,3,43.2,10,1773,2024-01-14,2024-01-15,East,Credit Card,27.12,Sports & Outdoors,Cycling,SportMax,Aadhya Rao,Female,22,Ahmedabad,129.60000000000002,48.24000000000002,12.960000000000003,False
58,35,2,112.2,15,1773,2024-01-14,2024-01-15,East,Credit Card,63.13,Clothing,Kids' Wear,ClassicWear,Aadhya Rao,Female,22,Ahmedabad,224.4,98.14,33.66,False
59,316,2,111.6,10,1773,2023-12-24,2023-12-31,South,UPI,65.56,Home & Kitchen,Storage,DreamHome,Aadhya Rao,Female,22,Ahmedabad,223.2,92.07999999999998,22.32,False
60,165,2,150.4,20,82,2023-06-10,2023-06-13,West,Credit Card,76.67,Clothing,Footwear,FashionHub,Jiya Iyer,Other,46,Pune,300.8,147.46,60.16,False
60,286,1,1754.0,50,82,2023-06-10,2023-06-13,West,Credit Card,2183.97,Electronics,Headphones,NovaTech,Jiya Iyer,Other,46,Pune,1754.0,-429.9699999999998,877.0,False
61,180,1,364.5,10,1506,2023-05-01,2023-05-02,West,Debit Card,192.39,Sports & Outdoors,Team Sports,TrailBlazer,Ananya Mehta,Other,34,Mumbai,364.5,172.11,36.45,False
61,261,1,27.0,0,1506,2023-05-01,2023-05-02,West,Debit Card,12.56,Books,Educational,WordCraft,Ananya Mehta,Other,34,Mumbai,27.0,14.44,0.0,False
62,179,2,459.85,15,114,2023-08-19,2023-08-20,West,Debit Card,349.05,Home & Kitchen,Cookware,LivingSpace,Meera Joshi,Other,31,Pune,919.7,221.60000000000002,137.955,False
62,187,1,473.1,5,114,2023-08-19,2023-08-20,West,Debit Card,273.43,Home & Kitchen,Decor,DreamHome,Meera Joshi,Other,31,Pune,473.1,199.67000000000002,23.655,False
62,292,3,60.0,0,114,2023-08-19,2023-08-20,West,Debit Card,35.41,Home & Kitchen,Bedding,DreamHome,Meera Joshi,Other,31,Pune,180.0,73.77000000000001,0.0,False
63,414,3,152.95,5,1506,2024-09-15,2024-09-16,West,UPI,73.2,Sports & Outdoors,Team Sports,SportMax,Ananya Mehta,Other,34,Mumbai,458.84999999999997,239.24999999999994,22.9425,False
63,394,1,391.0,0,1506,2024-09-15,2024-09-16,West,UPI,216.32,Home & Kitchen,Bedding,DreamHome,Ananya Mehta,Other,34,Mumbai,391.0,174.68,0.0,False
63,462,1,1770.75,25,1506,2024-09-15,2024-09-16,West,UPI,1375.33,Electronics,Cameras,Electra,Ananya Mehta,Other,34,Mumbai,1770.75,395.4200000000001,442.6875,True
64,115,1,522.0,0,675,2023-02-11,2023-02-13,West,Credit Card,279.17,Home & Kitchen,Bedding,DreamHome,Geeta Das,Female,32,Bhubaneswar,522.0,242.82999999999998,0.0,False
65,87,1,1266.0,40,679,2024-01-12,2024-01-20,West,Debit Card,1292.79,Electronics,Laptops,ZoomTech,Ishaan Gupta,Male,52,Ranchi,1266.0,-26.789999999999964,506.4,False
65,166,1,1320.8,20,679,2024-01-12,2024-01-20,West,Debit Card,1155.6999999999998,Electronics,Smartwatches,NovaTech,Ishaan Gupta,Male,52,Ranchi,1320.8,165.10000000000014,264.16,True
65,373,1,92.0,0,679,2024-01-12,2024-01-20,West,Debit Card,38.32,Clothing,Men's Wear,ClassicWear,Ishaan Gupta,Male,52,Ranchi,92.0,53.68,0.0,True
65,366,2,196.2,10,679,2024-01-12,2024-01-20,West,Debit Card,103.85,Clothing,Footwear,StyleCraft,Ishaan Gupta,Male,52,Ranchi,392.4,184.7,39.24,False
65,232,1,1940.4,30,679,2024-01-12,2024-01-20,West,Debit Card,1841.98,Electronics,Laptops,Electra,Ishaan Gupta,Male,52,Ranchi,1940.4,98.42000000000007,582.12,True
66,72,1,80.1,10,1773,2024-02-18,2024-02-20,East,Debit Card,37.89,Clothing,Men's Wear,FashionHub,Aadhya Rao,Female,22,Ahmedabad,80.1,42.209999999999994,8.01,False
66,217,1,221.0,0,1773,2024-02-18,2024-02-20,East,Debit Card,94.13,Clothing,Accessories,UrbanFit,Aadhya Rao,Female,22,Ahmedabad,221.0,126.87,0.0,False
67,33,2,1929.9,30,1037,2024-06-15,2024-06-20,West,Net Banking,1724.28,Electronics,Headphones,TechPro,Anita Patel,Female,27,Dehradun,3859.8,411.24000000000024,1157.94,True
68,270,3,66.0,0,1828,2023-09-03,2023-09-04,West,COD,34.49,Clothing,Kids' Wear,ClassicWear,Ravi Verma,Male,27,Lucknow,198.0,94.53,0.0,True
69,184,1,242.25,5,638,2023-10-29,2023-11-04,East,COD,104.74,Clothing,Kids' Wear,TrendSetter,Sara Pandey,Female,48,Coimbatore,242.25,137.51,12.1125,True
70,161,1,50.4,20,518,2023-11-29,2023-12-02,West,COD,32.74,Sports & Outdoors,Camping,ActiveGear,Sanjay Kumar,Male,32,Delhi,50.4,17.659999999999997,10.08,False
70,188,1,44.65,5,518,2023-11-29,2023-12-02,West,COD,18.39,Books,Educational,WordCraft,Sanjay Kumar,Male,32,Delhi,44.65,26.259999999999998,2.2325,False
70,479,1,197.1,10,518,2023-11-29,2023-12-02,West,COD,153.29999999999998,Clothing,Accessories,ClassicWear,Sanjay Kumar,Male,32,Delhi,197.1,43.80000000000001,19.71,False
71,243,1,191.25,15,998,2024-09-26,2024-09-28,South,Credit Card,124.72,Home & Kitchen,Cookware,LivingSpace,Diya Rao,Female,36,Jaipur,191.25,66.53,28.6875,False
71,152,2,1484.0,0,998,2024-09-26,2024-09-28,South,Credit Card,1010.92,Electronics,Cameras,SkyNet,Diya Rao,Female,36,Jaipur,2968.0,946.1600000000001,0.0,False
71,310,1,25.65,5,998,2024-09-26,2024-09-28,South,Credit Card,12.97,Sports & Outdoors,Yoga,OutdoorPro,Diya Rao,Female,36,Jaipur,25.65,12.679999999999998,1.2825,False
72,88,3,2739.0,25,206,2023-12-06,2023-12-09,North,Credit Card,2184.21,Electronics,Headphones,ZoomTech,Diya Reddy,Female,40,Chandigarh,8217.0,1664.37,2054.25,True
72,7,2,1353.0,25,206,2023-12-06,2023-12-09,North,Credit Card,1027.55,Electronics,Smartwatches,SkyNet,Diya Reddy,Female,40,Chandigarh,2706.0,650.9000000000001,676.5,False
