customer_id,name,gender,age,city,region,signup_date,total_revenue,total_profit,orders,avg_discount,return_count,last_order,first_order,clv,aov,return_rate,customer_lifetime_days
1294,Saanvi Desai,Female,35,Ahmedabad,West,2022-12-02,7765.0,2397.3,6,12.142857142857142,3,2024-12-23,2023-06-19,2397.3,1294.1666666666667,50.0,553
1669,Manoj Sen,Male,44,Bhubaneswar,East,2022-06-01,10895.7,3590.1800000000007,2,6.666666666666667,0,2024-10-19,2023-11-09,3590.1800000000007,5447.85,0.0,345
1620,Deepak Bose,Male,27,Patna,East,2022-01-16,4703.900000000001,1389.39,8,12.083333333333334,4,2024-09-15,2023-04-14,1389.39,587.9875000000001,50.0,520
1716,Vivaan Menon,Male,46,Guwahati,East,2021-11-02,2118.25,666.2600000000001,1,11.25,0,2024-10-12,2024-10-12,666.2600000000001,2118.25,0.0,0
138,Amit Patel,Male,24,Kochi,South,2022-09-19,579.45,189.20999999999998,1,15.0,1,2024-03-09,2024-03-09,189.20999999999998,579.45,100.0,0
28,Vivaan Singh,Male,50,Surat,West,2022-09-26,56316.7,10938.9,42,14.191919191919192,13,2024-12-24,2023-01-25,10938.9,1340.8738095238095,30.95,699
277,Manoj Singh,Male,23,Coimbatore,South,2021-12-13,5998.5,719.1199999999999,6,8.333333333333334,1,2024-10-25,2023-02-24,719.1199999999999,999.75,16.67,609
1390,Krishna Pandey,Male,37,Jaipur,North,2022-11-25,4926.599999999999,2070.2999999999997,4,6.363636363636363,3,2024-08-05,2023-07-10,2070.2999999999997,1231.6499999999999,75.0,392
423,Lakshmi Singh,Female,31,Pune,West,15-01-2022,7410.3,2644.68,8,7.0,0,2024-11-20,2023-01-31,2644.68,926.2875,0.0,659
316,Kavita Thakur,Female,49,Guwahati,East,2022-09-13,167.3,83.08,2,5.0,0,2024-08-05,2024-05-04,83.08,83.65,0.0,93
732,Vikram Choudhury,Male,33,Hyderabad,South,2022-10-14,3063.0499999999997,1376.22,5,7.083333333333333,1,2024-07-02,2023-08-29,1376.22,612.6099999999999,20.0,308
254,Krishna Nair,Male,49,Patna,East,2022-10-20,20869.7,5485.250000000001,12,9.545454545454545,3,2024-12-21,2023-04-20,5485.250000000001,1739.1416666666667,25.0,611
400,Raj Menon,Male,44,Dehradun,North,2022-12-13,246.4,85.41000000000003,1,10.0,0,2023-11-08,2023-11-08,85.41000000000003,246.4,0.0,0
1798,Meera Singh,Other,41,Hyderabad,South,2022-11-13,283944.65,68166.24,196,10.060679611650485,52,2025-02-26,2023-01-03,68166.24,1448.6971938775512,26.53,785
1232,Sanjay Iyer,Male,30,Kochi,South,2022-09-16,17382.8,4604.51,9,10.0,5,2024-11-05,2023-07-01,4604.51,1931.4222222222222,55.56,493
252,Pooja Choudhury,Female,24,Pune,West,28-04-2022,3152.0,858.4099999999999,1,15.0,1,2023-03-31,2023-03-31,858.4099999999999,3152.0,100.0,0
1886,Sai Das,Male,39,Surat,West,2022-07-05,2466.85,882.57,2,6.0,1,2023-07-06,2023-04-30,882.57,1233.425,50.0,67
1067,Sai Verma,Male,48,Surat,West,2022-12-20,33913.0,10639.800000000001,17,9.0,8,2024-12-28,2023-01-06,10639.800000000001,1994.8823529411766,47.06,722
1354,Amit Verma,Male,38,Dehradun,North,2022-11-16,6253.6,1984.5200000000002,4,8.75,2,2024-11-23,2023-12-10,1984.5200000000002,1563.4,50.0,349
1247,Kavita Menon,Female,32,Ranchi,East,2022-02-09,48842.15,12195.34,28,11.057692307692308,9,2025-02-01,2023-01-10,12195.34,1744.3625,32.14,753
1524,Aadhya Bose,Female,44,Patna,East,2022-06-02,2787.8,523.17,3,14.0,0,2023-04-28,2023-01-17,523.17,929.2666666666668,0.0,101
856,Sanjay Iyer,Male,20,Chennai,South,,12503.85,3934.920000000001,8,12.5,0,2024-12-05,2023-05-18,3934.920000000001,1562.98125,0.0,567
184,Myra Mehta,Female,27,Pune,West,2022-10-28,240.0,141.0,1,0.0,1,2024-08-28,2024-08-28,141.0,240.0,100.0,0
61,Krishna Sharma,Male,40,Chennai,South,2021-12-29,4452.9,1016.3900000000002,3,10.625,4,2024-07-07,2023-10-28,1016.3900000000002,1484.3,133.33,253
574,Vikram Menon,Male,36,Ranchi,East,15-04-2022,13195.3,2998.22,4,12.333333333333334,1,2023-11-29,2023-04-26,2998.22,3298.825,25.0,217
988,Jiya Choudhury,Female,55,Pune,West,2022-09-17,1027.6,447.7199999999999,2,3.75,1,2024-01-12,2023-05-19,447.7199999999999,513.8,50.0,238
768,Myra Bose,Female,47,Hyderabad,South,12-08-2022,533.3,236.71,1,5.0,0,2024-06-12,2024-06-12,236.71,533.3,0.0,0
1750,Manoj Reddy,Male,33,Patna,East,2022-10-07,17089.5,3545.02,9,8.823529411764707,0,2024-12-30,2023-03-05,3545.02,1898.8333333333333,0.0,666
133,Priya Mukherjee,Female,30,Jaipur,North,2021-10-24,246.15,116.36000000000001,1,2.5,1,2024-12-01,2024-12-01,116.36000000000001,246.15,100.0,0
1250,Vivaan Patel,Male,43,Surat,West,,5563.7,1459.6999999999998,4,5.625,1,2024-12-27,2023-11-08,1459.6999999999998,1390.925,25.0,415
1033,Geeta Shah,Female,41,Surat,West,2021-05-19,212299.65,55763.01,181,10.122615803814714,49,2025-01-06,2023-01-01,55763.01,1172.9262430939227,27.07,736
1172,Deepak Bose,Male,46,Chandigarh,North,2022-11-03,7400.849999999999,2217.639999999999,1,13.333333333333334,1,2024-11-10,2024-11-10,2217.639999999999,7400.849999999999,100.0,0
123,Krishna Joshi,Male,55,Patna,East,2022-11-13,13308.75,1814.1900000000003,5,12.666666666666666,4,2024-06-25,2023-01-09,1814.1900000000003,2661.75,80.0,533
1601,Vivaan Joshi,Male,23,Surat,West,2022-05-02,1641.25,584.07,3,14.285714285714286,1,2024-08-17,2023-03-19,584.07,547.0833333333334,33.33,517
1115,Diya Singh,Female,23,Bhubaneswar,East,2022-12-24,3577.05,-1112.43,4,14.166666666666666,0,2024-07-15,2023-10-11,-1112.43,894.2625,0.0,278
1002,Kavita Mukherjee,Female,45,Bhubaneswar,East,2021-11-26,986.4,450.18999999999994,2,7.5,1,2023-04-17,2023-03-28,450.18999999999994,493.2,50.0,20
197,Neha Das,Female,53,Bangalore,South,2022-11-26,1023.8,66.0099999999999,1,15.0,0,2024-01-22,2024-01-22,66.0099999999999,1023.8,0.0,0
1407,Saanvi Iyer,Female,33,Nagpur,West,2022-03-23,259.05,108.35000000000001,1,7.5,0,2023-04-10,2023-04-10,108.35000000000001,259.05,0.0,0
1915,Lakshmi Bose,Other,33,Kochi,South,2022-12-26,2657.7000000000003,1096.85,5,8.333333333333334,2,2024-04-17,2023-01-15,1096.85,531.5400000000001,40.0,458
1332,Sai Choudhury,Male,35,Patna,East,2022-12-21,1652.6,619.5799999999999,2,16.666666666666668,0,2024-05-01,2023-01-14,619.5799999999999,826.3,0.0,473
464,Riya Verma,Female,47,Guwahati,East,2022-02-15,35.1,16.73,1,10.0,0,2024-01-02,2024-01-02,16.73,35.1,0.0,0
1184,Krishna Nair,Male,24,Delhi,North,2022-12-15,3819.6,624.7299999999999,1,17.5,1,2024-12-04,2024-12-04,624.7299999999999,3819.6,100.0,0
1364,Diya Patel,Female,45,Dehradun,North,2021-12-17,5006.95,1343.59,4,12.0,1,2024-07-12,2023-07-04,1343.59,1251.7375,25.0,374
369,Neha Yadav,Female,42,Patna,East,2022-09-21,9726.55,1873.6799999999996,9,11.0,0,2025-02-14,2023-11-20,1873.6799999999996,1080.7277777777776,0.0,452
70,Rahul Bose,Male,50,Surat,West,18-09-2022,8974.2,3230.45,8,11.0,1,2024-12-08,2023-07-03,3230.45,1121.775,12.5,524
820,Vikram Reddy,Male,52,Kochi,South,24-07-2022,2006.1,636.0,2,7.5,1,2024-09-15,2024-06-01,636.0,1003.05,50.0,106
1377,Reyansh Reddy,Male,35,Kochi,South,2022-12-13,186.3,86.58000000000001,1,10.0,0,2024-11-03,2024-11-03,86.58000000000001,186.3,0.0,0
1581,Vikram Nair,Male,18,Surat,West,2022-10-06,1490.9,448.6,1,15.0,0,2023-05-03,2023-05-03,448.6,1490.9,0.0,0
427,Diya Patel,Female,35,Mumbai,West,2022-07-05,1345.85,416.63000000000005,2,11.25,0,2024-12-06,2024-01-18,416.63000000000005,672.925,0.0,323
1420,Krishna Patel,Male,53,Mumbai,West,2022-12-19,272.0,129.42,1,0.0,0,2023-09-07,2023-09-07,129.42,272.0,0.0,0
709,Vivaan Rao,Male,26,Ranchi,East,2022-09-08,3670.4,980.8300000000002,2,8.75,1,2024-12-20,2023-08-10,980.8300000000002,1835.2,50.0,498
1905,Amit Sharma,Male,30,Guwahati,East,2021-04-01,3999.9500000000003,926.0300000000002,3,13.75,0,2024-09-26,2023-02-27,926.0300000000002,1333.3166666666668,0.0,577
788,Sara Gupta,Female,27,Patna,East,2022-10-21,6471.7,2057.9900000000002,4,11.0,0,2024-11-25,2023-11-09,2057.9900000000002,1617.925,0.0,382
188,Meera Nair,Female,19,Mumbai,West,2022-07-16,8908.5,709.8499999999997,4,18.571428571428573,1,2024-10-24,2023-09-23,709.8499999999997,2227.125,25.0,397
1624,Diya Patel,Female,35,Kochi,South,2023-01-01,670.6,214.86000000000007,1,8.333333333333334,0,2024-07-26,2024-07-26,214.86000000000007,670.6,0.0,0
972,Aarav Yadav,Male,18,Jaipur,North,2022-12-31,4641.6,1399.63,3,12.5,2,2024-08-26,2023-07-31,1399.63,1547.2,66.67,392
1635,Neha Reddy,Female,26,Nagpur,West,2022-08-02,266245.6,70915.17,187,10.460048426150122,62,2025-01-11,2023-01-01,70915.17,1423.7732620320855,33.16,741
1292,Aditya Thakur,Male,18,Nagpur,West,2021-09-05,16.0,10.29,1,0.0,1,2024-01-04,2024-01-04,10.29,16.0,100.0,0
1038,Vikram Sharma,Male,36,Nagpur,West,02-10-2022,4220.5,1819.61,7,4.705882352941177,1,2024-12-19,2023-03-16,1819.61,602.9285714285714,14.29,644
1496,Myra Bose,Female,46,Ahmedabad,West,,1070.6,492.60999999999996,2,2.0,2,2025-01-09,2024-08-18,492.60999999999996,535.3,100.0,144
33,Kavita Rao,Female,35,Nagpur,West,2022-05-28,853.9,348.53999999999996,1,7.5,1,2023-10-13,2023-10-13,348.53999999999996,853.9,100.0,0
1833,Deepak Das,Male,18,Dehradun,North,2022-09-28,43201.95,9795.85,22,9.0,6,2024-11-21,2023-01-28,9795.85,1963.725,27.27,663
1931,Amit Joshi,Male,37,Mumbai,West,2022-07-17,7664.55,553.2700000000004,5,15.0,0,2024-06-30,2023-07-08,553.2700000000004,1532.91,0.0,358
292,Reyansh Pandey,Male,40,Hyderabad,South,,178.5,53.18000000000001,1,15.0,1,2024-04-11,2024-04-11,53.18000000000001,178.5,100.0,0
1480,Vikram Mehta,Male,52,Jaipur,North,2022-12-11,1236.9,532.4200000000001,3,5.0,0,2024-10-07,2023-06-24,532.4200000000001,412.3,0.0,471
1333,Raj Roy,Male,18,Chandigarh,North,2022-12-09,4684.3,1322.3900000000003,4,11.11111111111111,1,2024-09-14,2024-02-04,1322.3900000000003,1171.075,25.0,223
1224,Arun Patel,Male,27,Chennai,South,2022-09-26,165.6,82.52,1,20.0,0,2024-09-10,2024-09-10,82.52,165.6,0.0,0
731,Priya Sen,Female,33,Lucknow,North,,680.85,310.15000000000003,2,15.0,1,2023-08-12,2023-02-08,310.15000000000003,340.425,50.0,185
1932,Lakshmi Desai,Female,35,Kochi,South,2022-10-15,1096.15,462.1,2,10.0,3,2024-05-28,2023-11-17,462.1,548.075,150.0,193
1101,Kavita Mehta,Female,33,Kochi,South,2022-07-04,1376.7,176.92000000000007,2,15.0,1,2024-09-09,2023-01-08,176.92000000000007,688.35,50.0,610
1549,Priya Mukherjee,Female,35,Pune,West,2021-10-18,11288.55,2466.16,5,11.25,0,2025-01-05,2024-02-17,2466.16,2257.71,0.0,323
1234,Riya Yadav,Female,45,Lucknow,North,2022-05-15,24611.25,6736.200000000001,15,7.571428571428571,9,2025-01-31,2023-04-30,6736.200000000001,1640.75,60.0,642
25,Manoj Yadav,Male,36,Bangalore,South,2022-09-25,8094.5,1122.63,6,11.923076923076923,1,2023-12-28,2023-01-13,1122.63,1349.0833333333333,16.67,349
1176,Aditya Gupta,Male,33,Ahmedabad,West,2022-07-31,35460.55,7857.950000000001,22,12.065217391304348,7,2024-12-30,2023-01-03,7857.950000000001,1611.8431818181818,31.82,727
1809,Jiya Gupta,Other,45,Bangalore,South,03-06-2022,1163.0,519.58,1,11.25,0,2023-08-13,2023-08-13,519.58,1163.0,0.0,0
1978,Amit Desai,Male,39,Patna,East,2022-09-22,1610.1,731.56,2,5.0,0,2024-06-28,2023-07-28,731.56,805.05,0.0,336
1504,Krishna Bose,Male,50,Chandigarh,North,2022-02-24,261.35,131.7,2,8.333333333333334,0,2024-11-06,2023-07-02,131.7,130.675,0.0,493
1659,Sanjay Joshi,Male,32,Pune,West,2022-01-16,4634.6,1701.7100000000003,4,10.833333333333334,0,2024-11-09,2023-07-18,1701.7100000000003,1158.65,0.0,480
1628,Lakshmi Sharma,Female,33,Pune,West,2022-10-24,3975.0,1117.6000000000001,1,16.0,0,2023-10-26,2023-10-26,1117.6000000000001,3975.0,0.0,0
1689,Aarav Yadav,Male,43,Lucknow,North,2022-07-28,720.4,326.0,1,2.5,0,2024-11-18,2024-11-18,326.0,720.4,0.0,0
1580,Myra Mukherjee,Female,49,Dehradun,North,2022-05-26,403.75,209.01,1,5.0,0,2023-11-11,2023-11-11,209.01,403.75,0.0,0
1516,Saanvi Thakur,Female,30,Ahmedabad,West,2022-12-05,5574.25,1146.3300000000002,3,16.0,0,2024-12-07,2023-09-21,1146.3300000000002,1858.0833333333333,0.0,443
266,Aadhya Desai,Female,31,Lucknow,North,,1095.6,408.63,1,7.5,0,2024-01-11,2024-01-11,408.63,1095.6,0.0,0
1208,Sai Choudhury,Male,49,Lucknow,North,,47545.45,13070.5,35,11.829268292682928,14,2024-12-25,2023-02-21,13070.5,1358.4414285714286,40.0,673
1652,Vivaan Shah,Male,50,Surat,West,19-12-2022,27090.7,3785.1099999999974,12,15.76923076923077,2,2024-11-26,2023-01-07,3785.1099999999974,2257.5583333333334,16.67,689
1911,Amit Kumar,Male,21,Nagpur,West,2020-10-27,5838.15,1776.06,12,14.166666666666666,3,2024-12-13,2023-06-14,1776.06,486.5125,25.0,548
305,Sara Mukherjee,Female,28,Dehradun,North,2022-09-15,2078.1,978.4499999999999,2,4.166666666666667,0,2024-12-11,2023-06-01,978.4499999999999,1039.05,0.0,559
183,Vivaan Pandey,Male,26,Chennai,South,2022-09-04,6136.25,770.3799999999999,1,25.0,2,2024-12-10,2024-12-10,770.3799999999999,6136.25,200.0,0
289,Krishna Menon,Male,39,Mumbai,West,2022-12-27,40302.1,10768.3,24,8.958333333333334,10,2024-11-11,2023-03-05,10768.3,1679.2541666666666,41.67,617
1064,Sai Desai,Male,30,Ahmedabad,West,2022-12-28,15711.500000000002,4397.18,8,10.625,4,2024-11-02,2023-03-12,4397.18,1963.9375000000002,50.0,601
1045,Reyansh Yadav,Male,42,Chennai,South,2022-07-19,378.1,134.17,1,12.5,0,2024-07-29,2024-07-29,134.17,378.1,0.0,0
713,Jiya Singh,Female,31,Bhubaneswar,East,2022-02-20,15307.8,2436.6699999999996,6,14.444444444444445,1,2024-09-26,2023-03-08,2436.6699999999996,2551.2999999999997,16.67,568
1966,Aditya Iyer,Male,33,Mumbai,West,2022-10-06,773.0,381.44,2,0.0,0,2024-06-11,2023-11-01,381.44,386.5,0.0,223
579,Meera Sen,Female,39,Ahmedabad,West,2022-10-19,1412.0,668.22,2,6.666666666666667,0,2024-10-18,2023-07-11,668.22,706.0,0.0,465
1967,Lakshmi Reddy,Female,36,Pune,West,2022-08-14,15558.65,4366.3499999999985,2,11.0,1,2024-10-30,2024-02-20,4366.3499999999985,7779.325,50.0,253
362,Amit Desai,Male,42,Patna,East,2022-09-19,17611.65,3970.6800000000003,6,12.5,4,2024-09-27,2023-03-23,3970.6800000000003,2935.275,66.67,554
1287,Kavita Thakur,Female,40,Mumbai,West,29-10-2022,887.8,362.18,1,7.5,1,2024-03-20,2024-03-20,362.18,887.8,100.0,0
909,Reyansh Iyer,Male,28,Hyderabad,South,,9605.199999999999,2142.91,3,8.125,2,2024-08-16,2023-11-23,2142.91,3201.733333333333,66.67,267
459,Sai Verma,Male,18,Hyderabad,South,2022-07-29,8689.7,-3.9099999999998545,1,18.75,2,2024-04-21,2024-04-21,-3.9099999999998545,8689.7,200.0,0
1435,Krishna Bose,Male,57,Mumbai,West,,3971.6,1416.6399999999999,3,9.166666666666666,0,2024-09-14,2023-04-27,1416.6399999999999,1323.8666666666666,0.0,506
1502,Aadhya Iyer,Female,56,Pune,West,22-11-2022,19153.25,5273.799999999998,3,10.0,2,2024-10-28,2023-09-28,5273.799999999998,6384.416666666667,66.67,396
345,Aditya Joshi,Male,40,Ranchi,East,2021-12-30,296.5,159.52999999999997,1,6.666666666666667,0,2024-09-21,2024-09-21,159.52999999999997,296.5,0.0,0
1342,Aarav Thakur,Male,38,Pune,West,2022-12-09,36123.0,7827.37,26,11.5,5,2024-12-28,2023-01-07,7827.37,1389.3461538461538,19.23,721
1882,Lakshmi Menon,Female,30,Patna,East,2022-03-23,957.1,360.82000000000005,2,5.0,0,2023-11-13,2023-05-24,360.82000000000005,478.55,0.0,173
719,Arun Iyer,Male,41,Ranchi,East,2021-08-01,1245.75,480.9200000000001,1,10.0,0,2023-05-25,2023-05-25,480.9200000000001,1245.75,0.0,0
1402,Rahul Desai,Male,30,Dehradun,North,2022-12-04,2195.0,873.4399999999998,2,0.0,1,2024-10-06,2023-01-17,873.4399999999998,1097.5,50.0,628
730,Saanvi Roy,Female,39,Mumbai,West,,4828.35,1330.1100000000001,4,16.428571428571427,1,2024-09-03,2023-04-09,1330.1100000000001,1207.0875,25.0,513
19,Geeta Das,Female,18,Mumbai,West,2022-11-02,4467.95,976.73,2,11.428571428571429,3,2024-07-12,2024-02-10,976.73,2233.975,150.0,153
1634,Myra Menon,Female,50,Pune,West,,5840.85,724.1100000000004,2,22.0,1,2024-05-29,2023-12-10,724.1100000000004,2920.425,50.0,171
672,Sanjay Rao,Male,46,Bhubaneswar,East,2021-01-21,3102.5,783.7700000000002,1,15.0,0,2023-10-15,2023-10-15,783.7700000000002,3102.5,0.0,0
1304,Saanvi Gupta,Female,37,Chandigarh,North,2022-09-29,3561.95,607.9999999999999,4,11.0,1,2024-11-11,2023-04-06,607.9999999999999,890.4875,25.0,585
667,Rahul Bose,Male,40,Bhubaneswar,East,2022-08-01,2727.1,601.3800000000001,2,9.0,1,2024-10-08,2023-04-04,601.3800000000001,1363.55,50.0,553
631,Raj Pandey,Male,42,Mumbai,West,2021-06-18,15471.449999999999,4285.68,16,9.107142857142858,2,2024-11-22,2023-04-28,4285.68,966.9656249999999,12.5,574
752,Manoj Patel,Male,32,Coimbatore,South,2022-01-20,1777.1999999999998,770.7199999999999,3,10.0,0,2024-02-05,2023-04-01,770.7199999999999,592.4,0.0,310
275,Meera Verma,Female,33,Ranchi,East,2022-09-19,25919.55,-1466.6599999999999,17,18.125,4,2024-11-24,2023-02-24,-1466.6599999999999,1524.679411764706,23.53,639
637,Arjun Mukherjee,Male,41,Mumbai,West,2022-07-08,6488.45,1912.28,8,8.846153846153847,1,2024-12-28,2023-07-07,1912.28,811.05625,12.5,540
487,Vikram Nair,Male,30,Nagpur,West,2022-05-16,3791.7,-118.28000000000014,2,22.5,0,2024-08-08,2023-08-08,-118.28000000000014,1895.85,0.0,366
1617,Ananya Shah,Female,28,Dehradun,North,2022-11-20,1414.85,-309.37,2,32.5,0,2024-06-23,2024-03-26,-309.37,707.425,0.0,89
994,Neha Sen,Female,44,Kochi,South,2021-06-12,888.3,406.92999999999995,2,2.5,0,2023-10-21,2023-01-12,406.92999999999995,444.15,0.0,282
873,Ananya Desai,Female,40,Jaipur,North,2022-12-30,21817.35,2205.0299999999997,14,10.303030303030303,4,2024-12-13,2023-05-07,2205.0299999999997,1558.3821428571428,28.57,586
1029,Sara Reddy,Female,42,Patna,East,2022-05-04,5772.75,1104.4600000000005,3,15.0,1,2024-05-26,2023-04-07,1104.4600000000005,1924.25,33.33,415
1357,Aadhya Yadav,Other,40,Bangalore,South,2022-12-05,7543.8,959.1700000000002,8,16.071428571428573,1,2024-12-07,2023-05-15,959.1700000000002,942.975,12.5,572
226,Geeta Yadav,Female,43,Surat,West,2022-06-22,66.3,29.559999999999995,1,15.0,1,2023-07-09,2023-07-09,29.559999999999995,66.3,100.0,0
1945,Arjun Bose,Male,43,Jaipur,North,15-04-2022,1486.8,363.9,2,10.0,0,2024-08-26,2024-03-27,363.9,743.4,0.0,152
983,Vikram Desai,Male,46,Patna,East,,9362.5,1565.3000000000002,5,16.53846153846154,0,2024-09-13,2023-08-17,1565.3000000000002,1872.5,0.0,393
297,Sara Singh,Female,33,Jaipur,North,2022-09-29,5682.599999999999,112.44999999999982,3,10.0,1,2024-07-09,2023-06-27,112.44999999999982,1894.1999999999998,33.33,378
1204,Rahul Reddy,Male,26,Guwahati,East,2022-12-20,1267.75,469.3300000000001,1,10.0,0,2024-02-15,2024-02-15,469.3300000000001,1267.75,0.0,0
810,Aditya Yadav,Male,31,Lucknow,North,2021-07-19,1243.8999999999999,274.5899999999999,1,12.5,1,2023-11-04,2023-11-04,274.5899999999999,1243.8999999999999,100.0,0
1537,Neha Singh,Female,42,Jaipur,North,2022-12-23,39.95,17.26,1,15.0,0,2023-05-11,2023-05-11,17.26,39.95,0.0,0
198,Myra Mukherjee,Female,45,Kolkata,East,,826.5,303.09,3,15.0,0,2024-05-15,2023-09-16,303.09,275.5,0.0,242
538,Riya Singh,Female,18,Lucknow,North,15-11-2022,11584.8,3303.24,6,11.538461538461538,2,2024-05-18,2023-01-31,3303.24,1930.8,33.33,473
915,Ravi Pandey,Male,26,Bangalore,South,2022-11-03,78.30000000000001,45.81000000000001,1,10.0,0,2024-07-17,2024-07-17,45.81000000000001,78.30000000000001,0.0,0
1940,Jiya Verma,Female,41,Jaipur,North,,19823.899999999998,4051.1499999999996,16,12.903225806451612,1,2024-12-21,2023-01-30,4051.1499999999996,1238.9937499999999,6.25,691
1133,Neha Iyer,Female,21,Nagpur,West,2022-07-19,1876.9499999999998,884.65,6,6.666666666666667,1,2024-07-21,2023-02-27,884.65,312.825,16.67,510
1396,Meera Roy,Other,49,Guwahati,East,2022-12-09,10573.100000000002,1709.770000000001,2,21.0,0,2023-10-06,2023-05-16,1709.770000000001,5286.550000000001,0.0,143
889,Raj Verma,Male,18,Surat,West,2022-07-27,2444.1,211.17,1,20.0,1,2023-11-30,2023-11-30,211.17,2444.1,100.0,0
1660,Neha Kumar,Female,37,Chandigarh,North,2022-07-09,145.8,70.26,1,10.0,0,2024-01-11,2024-01-11,70.26,145.8,0.0,0
1478,Saanvi Kumar,Female,29,Lucknow,North,2022-05-21,1447.55,702.1899999999999,2,4.0,0,2024-07-11,2024-06-03,702.1899999999999,723.775,0.0,38
1426,Ananya Yadav,Female,40,Nagpur,West,2022-08-10,2370.85,729.0999999999999,2,8.333333333333334,1,2023-10-13,2023-03-18,729.0999999999999,1185.425,50.0,209
595,Priya Roy,Female,40,Patna,East,2022-08-22,2434.6,529.2399999999998,2,14.0,2,2024-12-15,2023-10-14,529.2399999999998,1217.3,100.0,428
794,Krishna Rao,Male,39,Dehradun,North,2022-11-06,7735.55,1065.93,2,12.857142857142858,0,2024-12-04,2023-03-09,1065.93,3867.775,0.0,636
